iter	Passed	Remaining
1662	396911	319104
1663	397180	318889
1664	397425	318656
1665	397645	318402
1666	397855	318141
1667	398093	317902
1668	398354	317680
1669	398593	317442
1670	398850	317218
1671	399088	316979
1672	399322	316737
1673	399562	316499
1674	399817	316273
1675	400044	316025
1676	400297	315797
1677	400559	315578
1678	400795	315336
1679	401038	315101
1680	401271	314858
1681	401503	314614
1682	401739	314373
1683	401976	314133
1684	402241	313915
1685	402471	313670
1686	402695	313420
1687	402925	313174
1688	403149	312924
1689	403377	312677
1690	403627	312447
1691	403862	312205
1692	404102	311968
1693	404329	311720
1694	404538	311458
1695	404767	311212
1696	405016	310982
1697	405234	310727
1698	405491	310502
1699	405724	310260
1700	405940	310004
1701	406167	309756
1702	406408	309519
1703	406647	309281
1704	406870	309030
1705	407107	308791
1706	407343	308550
1707	407561	308295
1708	407804	308060
1709	408052	307828
1710	408257	307564
1711	408479	307314
1712	408694	307057
1713	408952	306833
1714	409183	306589
1715	409410	306342
1716	409654	306107
1717	409882	305860
1718	410129	305629
1719	410350	305377
1720	410582	305133
1721	410814	304890
1722	411075	304668
1723	411315	304430
1724	411531	304175
1725	411773	303939
1726	411996	303689
1727	412245	303458
1728	412452	303197
1729	412697	302963
1730	412917	302710
1731	413151	302469
1732	413423	302254
1733	413621	301986
1734	413867	301753
1735	414093	301505
1736	414342	301274
1737	414571	301029
1738	414815	300794
1739	415062	300562
1740	415259	300294
1741	415500	300056
1742	415714	299800
1743	415965	299571
1744	416194	299325
1745	416422	299079
1746	416689	298861
1747	416898	298602
1748	417162	298381
1749	417378	298127
1750	417611	297884
1751	417835	297636
1752	418053	297383
1753	418302	297152
1754	418526	296903
1755	418773	296670
1756	419003	296426
1757	419238	296185
1758	419480	295949
1759	419696	295695
1760	419939	295459
1761	420174	295219
1762	420396	294969
1763	420635	294731
1764	420856	294480
1765	421098	294244
1766	421318	293993
1767	421534	293738
1768	421797	293517
1769	422007	293259
1770	422218	293002
1771	422475	292776
1772	422734	292552
1773	422934	292287
1774	423158	292039
1775	423361	291775
1776	423600	291538
1777	423842	291302
1778	424074	291059
1779	424313	290821
1780	424552	290583
1781	424809	290357
1782	425030	290107
1783	425248	289855
1784	425473	289607
1785	425698	289360
1786	425965	289141
1787	426209	288906
1788	426444	288666
1789	426664	288415
1790	426915	288185
1791	427146	287942
1792	427417	287725
1793	427646	287481
1794	427916	287264
1795	428131	287009
1796	428385	286782
1797	428605	286531
1798	428817	286275
1799	429057	286038
1800	429261	285777
1801	429498	285537
1802	429735	285298
1803	429971	285058
1804	430200	284814
1805	430450	284583
1806	430678	284338
1807	430887	284080
1808	431107	283830
1809	431358	283600
1810	431584	283353
1811	431812	283108
1812	432028	282855
1813	432294	282635
1814	432524	282391
1815	432750	282145
1816	432991	281908
1817	433222	281665
1818	433486	281444
1819	433745	281219
1820	433986	280983
1821	434197	280726
1822	434432	280486
1823	434667	280245
1824	434929	280023
1825	435140	279767
1826	435386	279533
1827	435644	279308
1828	435846	279046
1829	436075	278802
1830	436306	278559
1831	436528	278310
1832	436760	278068
1833	437032	277851
1834	437259	277606
1835	437478	277355
1836	437722	277121
1837	437950	276876
1838	438173	276628
1839	438389	276375
1840	438612	276127
1841	438863	275897
1842	439105	275662
1843	439319	275408
1844	439589	275190
1845	439833	274955
1846	440050	274703
1847	440300	274473
1848	440538	274234
1849	440796	274008
1850	441018	273760
1851	441282	273537
1852	441514	273296
1853	441739	273049
1854	441998	272824
1855	442221	272576
1856	442451	272333
1857	442695	272098
1858	442955	271873
1859	443185	271630
1860	443401	271377
1861	443667	271156
1862	443898	270914
1863	444116	270663
1864	444347	270420
1865	444592	270186
1866	444833	269949
1867	445074	269713
1868	445303	269469
1869	445554	269239
1870	445804	269007
1871	446022	268757
1872	446272	268525
1873	446490	268275
1874	446739	268043
1875	446965	267798
1876	447192	267553
1877	447454	267328
1878	447677	267081
1879	447921	266846
1880	448162	266610
1881	448395	266369
1882	448611	266117
1883	448887	265901
1884	449112	265655
1885	449374	265431
1886	449598	265184
1887	449871	264966
1888	450113	264730
1889	450349	264491
1890	450572	264243
1891	450818	264010
1892	451055	263771
1893	451292	263531
1894	451555	263308
1895	451765	263053
1896	452015	262822
1897	452241	262576
1898	452473	262334
1899	452718	262099
1900	452959	261863
1901	453210	261632
1902	453450	261395
1903	453666	261144
1904	453903	260904
1905	454174	260685
1906	454405	260442
1907	454617	260189
1908	454846	259946
1909	455097	259715
1910	455320	259468
1911	455539	259219
1912	455769	258975
1913	455997	258732
1914	456259	258507
1915	456506	258274
1916	456753	258040
1917	457003	257809
1918	457220	257558
1919	457468	257326
1920	457692	257079
1921	457929	256841
1922	458196	256618
1923	458442	256384
1924	458665	256137
1925	458890	255892
1926	459120	255649
1927	459370	255417
1928	459634	255193
1929	459836	254935
1930	460071	254694
1931	460285	254443
1932	460505	254195
1933	460743	253956
1934	460964	253708
1935	461205	253472
1936	461420	253221
1937	461704	253008
1938	461931	252763
1939	462156	252518
1940	462379	252271
1941	462603	252025
1942	462846	251790
1943	463114	251568
1944	463351	251329
1945	463597	251095
1946	463841	250860
1947	464067	250615
1948	464278	250362
1949	464509	250120
1950	464759	249888
1951	464982	249642
1952	465197	249391
1953	465432	249151
1954	465665	248910
1955	465931	248687
1956	466146	248436
1957	466400	248207
1958	466610	247953
1959	466868	247725
1960	467085	247476
1961	467330	247242
1962	467552	246995
1963	467762	246742
1964	468045	246527
1965	468268	246281
1966	468494	246037
1967	468729	245797
1968	468992	245571
1969	469217	245327
1970	469448	245085
1971	469696	244851
1972	469921	244607
1973	470168	244373
1974	470379	244120
1975	470632	243890
1976	470829	243631
1977	471072	243395
1978	471321	243162
1979	471539	242914
1980	471794	242684
1981	472005	242432
1982	472249	242197
1983	472480	241955
1984	472745	241731
1985	472963	241482
1986	473194	241240
1987	473440	241006
1988	473668	240763
1989	473901	240522
1990	474104	240267
1991	474336	240025
1992	474580	239790
1993	474798	239542
1994	475087	239329
1995	475330	239093
1996	475567	238855
1997	475795	238612
1998	476042	238378
1999	476261	238130
2000	476481	237883
2001	476749	237660
2002	476982	237419
2003	477238	237190
2004	477494	236961
2005	477717	236715
2006	477965	236481
2007	478194	236239
2008	478433	236001
2009	478677	235766
2010	478895	235518
2011	479132	235279
2012	479361	235037
2013	479603	234800
2014	479848	234566
2015	480064	234317
2016	480298	234077
2017	480588	233864
2018	480824	233624
2019	481048	233380
2020	481267	233132
2021	481508	232895
2022	481752	232660
2023	481991	232422
2024	482219	232179
2025	482450	231938
2026	482694	231702
2027	482909	231453
2028	483150	231216
2029	483352	230961
2030	483566	230711
2031	483778	230461
2032	484042	230235
2033	484270	229992
2034	484502	229751
2035	484724	229505
2036	484986	229279
2037	485261	229058
2038	485488	228815
2039	485733	228580
2040	485954	228334
2041	486195	228097
2042	486442	227863
2043	486686	227628
2044	486905	227381
2045	487136	227139
2046	487386	226907
2047	487612	226663
2048	487820	226411
2049	488051	226170
2050	488299	225936
2051	488535	225697
2052	488749	225448
2053	488968	225201
2054	489211	224965
2055	489412	224710
2056	489677	224485
2057	489930	224253
2058	490165	224014
2059	490400	223774
2060	490614	223525
2061	490834	223279
2062	491112	223059
2063	491331	222812
2064	491573	222576
2065	491785	222327
2066	492004	222080
2067	492250	221846
2068	492470	221599
2069	492700	221358
2070	492938	221120
2071	493203	220894
2072	493426	220649
2073	493663	220410
2074	493893	220169
2075	494123	219927
2076	494331	219676
2077	494569	219438
2078	494793	219194
2079	495018	218950
2080	495230	218700
2081	495445	218452
2082	495694	218219
2083	495912	217973
2084	496167	217742
2085	496374	217490
2086	496604	217249
2087	496819	217001
2088	497045	216758
2089	497285	216521
2090	497498	216272
2091	497723	216028
2092	497955	215788
2093	498191	215549
2094	498435	215314
2095	498641	215063
2096	498875	214823
2097	499146	214599
2098	499373	214356
2099	499649	214135
2100	499898	213902
2101	500117	213656
2102	500328	213406
2103	500556	213164
2104	500810	212933
2105	501071	212705
2106	501316	212470
2107	501544	212228
2108	501773	211986
2109	501997	211742
2110	502225	211500
2111	502468	211265
2112	502679	211015
2113	502896	210769
2114	503137	210532
2115	503380	210296
2116	503602	210052
2117	503826	209808
2118	504061	209569
2119	504273	209321
2120	504508	209081
2121	504740	208841
2122	505001	208613
2123	505265	208386
2124	505478	208138
2125	505734	207907
2126	505936	207655
2127	506170	207415
2128	506399	207174
2129	506642	206938
2130	506864	206694
2131	507113	206460
2132	507348	206221
2133	507577	205980
2134	507809	205740
2135	508101	205524
2136	508311	205274
2137	508534	205031
2138	508751	204785
2139	508982	204544
2140	509207	204301
2141	509490	204081
2142	509686	203827
2143	509911	203584
2144	510155	203348
2145	510361	203098
2146	510565	202846
2147	510807	202610
2148	511055	202376
2149	511285	202135
2150	511550	201909
2151	511759	201659
2152	511987	201418
2153	512230	201182
2154	512453	200938
2155	512686	200699
2156	512917	200458
2157	513179	200230
2158	513397	199984
2159	513640	199749
2160	513871	199508
2161	514116	199273
2162	514345	199032
2163	514600	198801
2164	514833	198561
2165	515079	198326
2166	515308	198085
2167	515533	197843
2168	515736	197591
2169	515965	197350
2170	516219	197119
2171	516447	196877
2172	516696	196644
2173	516914	196399
2174	517133	196154
2175	517368	195915
2176	517617	195681
2177	517844	195439
2178	518057	195192
2179	518313	194961
2180	518566	194729
2181	518798	194489
2182	519036	194252
2183	519268	194012
2184	519502	193773
2185	519726	193530
2186	519981	193299
2187	520190	193050
2188	520458	192824
2189	520671	192577
2190	520930	192347
2191	521158	192105
2192	521406	191871
2193	521648	191635
2194	521873	191393
2195	522130	191162
2196	522367	190924
2197	522612	190689
2198	522829	190444
2199	523059	190203
2200	523316	189972
2201	523534	189727
2202	523758	189485
2203	524019	189255
2204	524242	189012
2205	524514	188787
2206	524730	188541
2207	524957	188299
2208	525188	188059
2209	525413	187817
2210	525668	187586
2211	525913	187350
2212	526134	187107
2213	526367	186867
2214	526611	186632
2215	526843	186392
2216	527106	186163
2217	527337	185923
2218	527587	185689
2219	527798	185442
2220	528023	185200
2221	528257	184961
2222	528501	184725
2223	528709	184477
2224	528936	184236
2225	529178	183999
2226	529409	183760
2227	529626	183515
2228	529875	183281
2229	530109	183042
2230	530345	182804
2231	530608	182575
2232	530833	182332
2233	531092	182102
2234	531305	181856
2235	531538	181617
2236	531758	181373
2237	532006	181139
2238	532244	180901
2239	532454	180654
2240	532690	180416
2241	532929	180178
2242	533151	179935
2243	533369	179691
2244	533593	179449
2245	533822	179208
2246	534062	178971
2247	534296	178732
2248	534531	178494
2249	534768	178256
2250	535003	178017
2251	535204	177767
2252	535457	177535
2253	535656	177284
2254	535940	177062
2255	536186	176827
2256	536421	176588
2257	536659	176351
2258	536911	176118
2259	537139	175877
2260	537386	175643
2261	537606	175399
2262	537858	175166
2263	538125	174938
2264	538358	174699
2265	538579	174456
2266	538797	174212
2267	539037	173975
2268	539250	173729
2269	539501	173496
2270	539732	173256
2271	539969	173018
2272	540222	172785
2273	540467	172550
2274	540685	172306
2275	540927	172070
2276	541169	171833
2277	541377	171586
2278	541592	171341
2279	541828	171103
2280	542074	170868
2281	542300	170627
2282	542520	170384
2283	542753	170144
2284	543005	169911
2285	543252	169677
2286	543503	169443
2287	543721	169200
2288	543959	168962
2289	544210	168728
2290	544438	168488
2291	544709	168261
2292	544953	168025
2293	545156	167777
2294	545390	167538
2295	545649	167307
2296	545885	167069
2297	546097	166823
2298	546359	166593
2299	546605	166358
2300	546815	166112
2301	547033	165868
2302	547298	165639
2303	547525	165398
2304	547767	165161
2305	548012	164926
2306	548243	164687
2307	548466	164444
2308	548720	164212
2309	548935	163967
2310	549181	163732
2311	549470	163510
2312	549675	163262
2313	549890	163018
2314	550108	162775
2315	550354	162539
2316	550584	162299
2317	550813	162059
2318	551072	161828
2319	551289	161584
2320	551540	161351
2321	551739	161102
2322	551967	160861
2323	552196	160621
2324	552463	160392
2325	552716	160159
2326	552954	159921
2327	553176	159679
2328	553406	159440
2329	553616	159194
2330	553860	158958
2331	554096	158720
2332	554323	158480
2333	554595	158252
2334	554803	158006
2335	555029	157765
2336	555302	157537
2337	555517	157293
2338	555778	157062
2339	556024	156827
2340	556277	156593
2341	556512	156355
2342	556799	156132
2343	557018	155889
2344	557285	155659
2345	557516	155420
2346	557754	155182
2347	557996	154946
2348	558247	154712
2349	558457	154466
2350	558712	154233
2351	558933	153991
2352	559176	153755
2353	559406	153516
2354	559647	153279
2355	559895	153044
2356	560142	152809
2357	560371	152569
2358	560631	152337
2359	560852	152095
2360	561082	151855
2361	561332	151621
2362	561584	151387
2363	561809	151146
2364	562067	150914
2365	562273	150668
2366	562524	150434
2367	562736	150189
2368	562991	149956
2369	563217	149715
2370	563429	149471
2371	563631	149224
2372	563846	148980
2373	564096	148746
2374	564379	148521
2375	564602	148279
2376	564836	148040
2377	565067	147801
2378	565313	147566
2379	565552	147328
2380	565813	147097
2381	566033	146854
2382	566253	146612
2383	566488	146374
2384	566726	146137
2385	566948	145895
2386	567191	145659
2387	567398	145413
2388	567655	145180
2389	567879	144940
2390	568104	144699
2391	568338	144460
2392	568582	144224
2393	568808	143984
2394	569054	143748
2395	569294	143511
2396	569525	143272
2397	569774	143037
2398	570020	142802
2399	570269	142567
2400	570500	142328
2401	570738	142090
2402	570970	141851
2403	571223	141617
2404	571486	141386
2405	571702	141143
2406	571952	140908
2407	572183	140669
2408	572407	140428
2409	572655	140193
2410	572905	139959
2411	573136	139719
2412	573364	139479
2413	573588	139239
2414	573832	139002
2415	574070	138765
2416	574322	138531
2417	574569	138295
2418	574799	138056
2419	575062	137824
2420	575298	137586
2421	575525	137346
2422	575796	137117
2423	576017	136875
2424	576257	136638
2425	576498	136401
2426	576705	136156
2427	576952	135921
2428	577202	135686
2429	577419	135444
2430	577649	135204
2431	577868	134962
2432	578100	134723
2433	578333	134485
2434	578580	134249
2435	578835	134016
2436	579091	133782
2437	579319	133542
2438	579599	133315
2439	579834	133076
2440	580063	132837
2441	580283	132595
2442	580516	132356
2443	580782	132125
2444	581006	131884
2445	581232	131644
2446	581489	131411
2447	581732	131175
2448	581932	130928
2449	582156	130688
2450	582406	130453
2451	582619	130210
2452	582824	129965
2453	583090	129734
2454	583329	129496
2455	583538	129252
2456	583812	129023
2457	584065	128788
2458	584292	128549
2459	584521	128309
2460	584764	128073
2461	585010	127837
2462	585230	127595
2463	585476	127360
2464	585701	127119
2465	585933	126881
2466	586196	126648
2467	586400	126403
2468	586659	126171
2469	586864	125926
2470	587108	125690
2471	587328	125448
2472	587541	125205
2473	587790	124970
2474	587996	124726
2475	588250	124492
2476	588461	124249
2477	588695	124011
2478	588902	123767
2479	589134	123528
2480	589347	123285
2481	589601	123051
2482	589844	122815
2483	590082	122577
2484	590335	122343
2485	590579	122106
2486	590806	121867
2487	591064	121633
2488	591307	121397
2489	591554	121161
2490	591767	120919
2491	592031	120687
2492	592245	120444
2493	592500	120210
2494	592720	119969
2495	592979	119736
2496	593184	119492
2497	593427	119255
2498	593681	119021
2499	593925	118785
2500	594168	118548
2501	594406	118311
2502	594615	118067
2503	594879	117835
2504	595115	117597
2505	595359	117361
2506	595586	117121
2507	595825	116884
2508	596086	116651
2509	596319	116412
2510	596568	116177
2511	596791	115937
2512	597026	115699
2513	597275	115463
2514	597488	115221
2515	597705	114979
2516	597924	114738
2517	598180	114504
2518	598439	114271
2519	598687	114035
2520	598894	113792
2521	599162	113560
2522	599375	113318
2523	599611	113080
2524	599842	112841
2525	600093	112606
2526	600326	112368
2527	600555	112128
2528	600757	111884
2529	600994	111647
2530	601245	111412
2531	601508	111179
2532	601732	110939
2533	601968	110701
2534	602232	110468
2535	602434	110224
2536	602685	109989
2537	602917	109750
2538	603160	109514
2539	603374	109272
2540	603594	109031
2541	603856	108798
2542	604108	108563
2543	604347	108326
2544	604593	108090
2545	604817	107850
2546	605045	107611
2547	605293	107375
2548	605514	107135
2549	605756	106898
2550	605986	106659
2551	606256	106427
2552	606509	106192
2553	606712	105949
2554	606957	105712
2555	607178	105472
2556	607428	105236
2557	607659	104998
2558	607906	104762
2559	608137	104523
2560	608360	104283
2561	608569	104041
2562	608802	103802
2563	609050	103567
2564	609273	103327
2565	609490	103086
2566	609739	102850
2567	610000	102616
2568	610227	102377
2569	610469	102140
2570	610683	101899
2571	610939	101664
2572	611223	101435
2573	611453	101196
2574	611673	100955
2575	611924	100720
2576	612126	100477
2577	612364	100239
2578	612610	100003
2579	612841	99764
2580	613071	99526
2581	613288	99285
2582	613523	99047
2583	613744	98807
2584	613986	98570
2585	614213	98331
2586	614465	98095
2587	614676	97854
2588	614916	97617
2589	615141	97377
2590	615356	97136
2591	615576	96896
2592	615834	96662
2593	616087	96426
2594	616317	96188
2595	616572	95953
2596	616813	95716
2597	617065	95481
2598	617271	95238
2599	617510	95001
2600	617721	94759
2601	617948	94520
2602	618201	94285
2603	618433	94047
2604	618659	93808
2605	618879	93568
2606	619127	93332
2607	619370	93095
2608	619591	92855
2609	619838	92619
2610	620044	92377
2611	620263	92137
2612	620501	91899
2613	620731	91661
2614	620988	91426
2615	621183	91182
2616	621396	90941
2617	621613	90701
2618	621878	90468
2619	622087	90226
2620	622350	89992
2621	622557	89750
2622	622765	89509
2623	623005	89272
2624	623222	89031
2625	623451	88793
2626	623703	88557
2627	623930	88318
2628	624187	88084
2629	624426	87847
2630	624632	87605
2631	624861	87366
2632	625098	87129
2633	625330	86891
2634	625571	86654
2635	625791	86414
2636	626031	86177
2637	626257	85938
2638	626502	85701
2639	626713	85460
2640	626930	85220
2641	627156	84981
2642	627397	84744
2643	627640	84508
2644	627868	84269
2645	628113	84033
2646	628359	83797
2647	628610	83561
2648	628824	83320
2649	629092	83087
2650	629338	82851
2651	629558	82611
2652	629775	82371
2653	630006	82133
2654	630275	81900
2655	630503	81661
2656	630744	81424
2657	630972	81186
2658	631197	80947
2659	631443	80710
2660	631665	80471
2661	631931	80237
2662	632159	79999
2663	632404	79762
2664	632619	79522
2665	632825	79281
2666	633053	79042
2667	633341	78811
2668	633554	78571
2669	633827	78338
2670	634039	78097
2671	634282	77860
2672	634501	77621
2673	634730	77383
2674	634982	77147
2675	635226	76910
2676	635474	76674
2677	635696	76435
2678	635947	76199
2679	636167	75960
2680	636428	75725
2681	636680	75490
2682	636900	75250
2683	637145	75014
2684	637375	74775
2685	637583	74535
2686	637850	74301
2687	638056	74060
2688	638278	73820
2689	638519	73584
2690	638727	73343
2691	638937	73102
2692	639172	72865
2693	639410	72627
2694	639665	72392
2695	639903	72155
2696	640126	71916
2697	640352	71677
2698	640581	71439
2699	640806	71200
2700	641079	70967
2701	641283	70726
2702	641498	70486
2703	641736	70249
2704	641964	70010
2705	642229	69776
2706	642472	69539
2707	642715	69303
2708	642944	69064
2709	643176	68826
2710	643453	68593
2711	643689	68356
2712	643945	68120
2713	644155	67880
2714	644389	67643
2715	644632	67406
2716	644869	67168
2717	645106	66931
2718	645339	66693
2719	645583	66457
2720	645841	66221
2721	646074	65984
2722	646301	65745
2723	646513	65505
2724	646746	65267
2725	646999	65032
2726	647243	64795
2727	647459	64556
2728	647699	64318
2729	647929	64080
2730	648151	63842
2731	648403	63606
2732	648659	63370
2733	648878	63131
2734	649121	62894
2735	649369	62658
2736	649598	62420
2737	649816	62181
2738	650042	61942
2739	650267	61704
2740	650498	61466
2741	650721	61227
2742	650970	60991
2743	651200	60753
2744	651402	60512
2745	651660	60277
2746	651891	60039
2747	652135	59802
2748	652352	59563
2749	652574	59324
2750	652819	59088
2751	653041	58849
2752	653276	58612
2753	653518	58375
2754	653770	58139
2755	653977	57899
2756	654239	57664
2757	654459	57425
2758	654738	57191
2759	654985	56955
2760	655227	56718
2761	655454	56480
2762	655689	56242
2763	655925	56005
2764	656156	55767
2765	656398	55530
2766	656610	55291
2767	656839	55052
2768	657062	54814
2769	657318	54578
2770	657544	54340
2771	657767	54102
2772	658016	53865
2773	658253	53628
2774	658494	53391
2775	658722	53153
2776	658940	52914
2777	659172	52676
2778	659449	52442
2779	659673	52204
2780	659913	51967
2781	660161	51730
2782	660379	51492
2783	660632	51255
2784	660878	51019
2785	661106	50781
2786	661348	50544
2787	661553	50304
2788	661776	50066
2789	662037	49830
2790	662254	49591
2791	662498	49355
2792	662739	49118
2793	662968	48880
2794	663201	48642
2795	663478	48408
2796	663711	48170
2797	663932	47932
2798	664151	47693
2799	664385	47456
2800	664645	47220
2801	664858	46981
2802	665088	46743
2803	665348	46507
2804	665579	46270
2805	665825	46033
2806	666045	45795
2807	666278	45557
2808	666497	45319
2809	666747	45082
2810	667027	44848
2811	667226	44608
2812	667481	44372
2813	667687	44132
2814	667909	43894
2815	668140	43656
2816	668384	43420
2817	668623	43182
2818	668847	42944
2819	669059	42705
2820	669291	42468
2821	669516	42230
2822	669730	41991
2823	670000	41756
2824	670220	41518
2825	670429	41279
2826	670653	41041
2827	670888	40803
2828	671110	40565
2829	671378	40330
2830	671622	40093
2831	671845	39855
2832	672104	39619
2833	672349	39382
2834	672558	39143
2835	672789	38906
2836	673028	38668
2837	673239	38430
2838	673453	38191
2839	673691	37954
2840	673926	37717
2841	674197	37481
2842	674447	37245
2843	674725	37010
2844	674970	36773
2845	675218	36536
2846	675449	36299
2847	675707	36063
2848	675932	35825
2849	676148	35586
2850	676398	35350
2851	676613	35111
2852	676844	34874
2853	677051	34635
2854	677281	34397
2855	677512	34160
2856	677760	33923
2857	678005	33686
2858	678231	33448
2859	678485	33212
2860	678679	32973
2861	678884	32734
2862	679105	32496
2863	679348	32259
2864	679607	32023
2865	679840	31785
2866	680047	31547
2867	680269	31309
2868	680486	31071
2869	680706	30833
2870	680981	30597
2871	681232	30361
2872	681466	30124
2873	681693	29886
2874	681942	29649
2875	682151	29411
2876	682392	29174
2877	682624	28936
2878	682871	28700
2879	683107	28462
2880	683351	28225
2881	683568	27987
2882	683808	27750
2883	684037	27513
2884	684268	27275
2885	684492	27038
2886	684733	26801
2887	684948	26563
2888	685205	26326
2889	685441	26089
2890	685673	25852
2891	685903	25614
2892	686118	25376
2893	686367	25139
2894	686605	24902
2895	686883	24667
2896	687126	24430
2897	687345	24192
2898	687572	23954
2899	687811	23717
2900	688049	23480
2901	688330	23244
2902	688567	23007
2903	688807	22770
2904	689027	22532
2905	689241	22294
2906	689498	22058
2907	689740	21821
2908	689980	21584
2909	690230	21347
2910	690457	21109
2911	690688	20872
2912	690938	20635
2913	691153	20397
2914	691379	20160
2915	691627	19923
2916	691850	19685
2917	692115	19449
2918	692359	19212
2919	692578	18974
2920	692857	18738
2921	693082	18501
2922	693335	18264
2923	693574	18027
2924	693789	17789
2925	694025	17552
2926	694277	17315
2927	694499	17077
2928	694744	16840
2929	694964	16603
2930	695186	16365
2931	695403	16128
2932	695625	15890
2933	695862	15653
2934	696108	15416
2935	696312	15178
2936	696554	14941
2937	696786	14704
2938	697041	14467
2939	697281	14230
2940	697496	13992
2941	697743	13755
2942	697987	13518
2943	698227	13281
2944	698489	13044
2945	698707	12807
2946	698940	12570
2947	699145	12332
2948	699389	12095
2949	699618	11857
2950	699859	11620
2951	700117	11384
2952	700341	11146
2953	700573	10909
2954	700798	10672
2955	701005	10434
2956	701244	10197
2957	701473	9960
2958	701689	9722
2959	701915	9485
2960	702167	9248
2961	702411	9011
2962	702651	8774
2963	702880	8537
2964	703109	8299
2965	703338	8062
2966	703582	7825
2967	703814	7588
2968	704062	7351
2969	704270	7113
2970	704503	6876
2971	704750	6639
2972	704969	6402
2973	705222	6165
2974	705453	5928
2975	705710	5691
2976	705941	5454
2977	706199	5217
2978	706414	4979
2979	706656	4742
2980	706890	4505
2981	707151	4268
2982	707394	4031
2983	707592	3794
2984	707834	3556
2985	708063	3319
2986	708299	3082
2987	708557	2845
2988	708794	2608
2989	709015	2371
2990	709279	2134
2991	709528	1897
2992	709787	1660
2993	710036	1422
2994	710248	1185
2995	710473	948
2996	710716	711
2997	710963	474
2998	711171	237
2999	711424	0
